capture_variant,reference_width,reference_height,processing_width,processing_height,source_frame_index,pts_value,pts_timescale,duration_value,duration_timescale,roi_x0,roi_y0,roi_x1,roi_y1,original_mean_nits,identity_mean_nits,enhanced_mean_nits,enhanced_minus_original_mean_nits,identity_minus_original_mean_nits
new_512x288,1920,1080,512,288,1498,1740499,24000,1001,24000,40,80,360,720,48.95709284482804,48.957092685722507,49.994744827014443,1.0376519821864036,-1.5910553230469304e-07
new_512x288,1920,1080,512,288,1499,1741500,24000,1001,24000,40,80,360,720,49.176463417276189,49.176463254112953,50.83924885653451,1.6627854392583217,-1.631632358112256e-07
new_512x288,1920,1080,512,288,1500,1742501,24000,1001,24000,40,80,360,720,49.329529951381843,49.329529820072331,50.23074823816966,0.90121828678781668,-1.3130951259654466e-07
new_512x288,1920,1080,512,288,1501,1743502,24000,1001,24000,40,80,360,720,49.315029308478096,49.315029172682245,49.938420746854973,0.62339143837687772,-1.3579585100842451e-07
new_512x288,1920,1080,512,288,1502,1744503,24000,1001,24000,40,80,360,720,49.05151687455951,49.05151679809066,49.674097643563307,0.62258076900379677,-7.646885080703214e-08
new_512x288,1920,1080,512,288,1503,1745504,24000,1001,24000,40,80,360,720,48.861991388848971,48.86199131473699,48.730042546947701,-0.13194884190126999,-7.4111980552515888e-08
new_512x288,1920,1080,512,288,1504,1746505,24000,1001,24000,40,80,360,720,48.981666787117291,48.981666679241343,49.815399612878835,0.83373282576154395,-1.0787594817429635e-07
new_512x288,1920,1080,512,288,1505,1747506,24000,1001,24000,40,80,360,720,49.125692623795032,49.12569252039544,49.798735540550894,0.67304291675586114,-1.0339959288785394e-07
new_512x288,1920,1080,512,288,1506,1748507,24000,1001,24000,40,80,360,720,48.944840397411852,48.944840296968742,49.769289082170182,0.82444868475833033,-1.0044310982948446e-07
new_512x288,1920,1080,512,288,1507,1749508,24000,1001,24000,40,80,360,720,48.770249150703819,48.770249069195067,49.403603526235614,0.63335437553179474,-8.1508751748060604e-08
new_512x288,1920,1080,512,288,1508,1750509,24000,1001,24000,40,80,360,720,48.830645037463654,48.830644950640256,50.379755364941737,1.5491103274780826,-8.6823398248725425e-08
new_512x288,1920,1080,512,288,1509,1751510,24000,1001,24000,40,80,360,720,48.892769691245448,48.892769601872317,50.55017687588105,1.657407184635602,-8.9373131118009042e-08
new_512x288,1920,1080,512,288,1510,1752511,24000,1001,24000,40,80,360,720,48.938448442613954,48.938448358153344,50.159724104651467,1.2212756620375131,-8.4460609173220291e-08
new_512x288,1920,1080,512,288,1511,1753512,24000,1001,24000,40,80,360,720,48.947360245466207,48.947360154025148,50.441949000173672,1.4945887547074648,-9.1441059169028449e-08
new_512x288,1920,1080,512,288,1512,1754513,24000,1001,24000,40,80,360,720,48.891553665372868,48.89155357398247,50.190954142534395,1.2994004771615266,-9.1390397471968754e-08
new_512x288,1920,1080,512,288,1513,1755514,24000,1001,24000,40,80,360,720,48.794185949446394,48.794185849364965,49.624917454388033,0.83073150494163883,-1.0008142936612785e-07
new_512x288,1920,1080,512,288,1514,1756515,24000,1001,24000,40,80,360,720,48.893973558890558,48.893973457924012,50.038161655090327,1.1441880961997697,-1.0096654534663685e-07
new_512x288,1920,1080,512,288,1515,1757516,24000,1001,24000,40,80,360,720,48.89634564713608,48.896345545888153,49.742610065055054,0.84626441791897378,-1.0124792737542521e-07
new_512x288,1920,1080,512,288,1516,1758517,24000,1001,24000,40,80,360,720,48.868013780456849,48.86801369357778,49.878951571375602,1.0109377909187529,-8.6879069272072229e-08
new_512x288,1920,1080,512,288,1517,1759518,24000,1001,24000,40,80,360,720,48.877933457663055,48.877933373901406,49.832171993269895,0.9542385356068408,-8.3761648284053081e-08
new_512x288,1920,1080,512,288,1518,1760519,24000,1001,24000,40,80,360,720,48.965121377802681,48.965121284213701,50.290556283586014,1.3254349057833323,-9.3588980121239729e-08
new_512x288,1920,1080,512,288,1519,1761520,24000,1001,24000,40,80,360,720,49.013280967810317,49.013280870002738,50.230631063062212,1.217350095251895,-9.7807578924857808e-08
new_512x288,1920,1080,512,288,1520,1762521,24000,1001,24000,40,80,360,720,49.003109384179496,49.003109293342341,50.008852722615337,1.0057433384358418,-9.0837154687051225e-08
new_512x288,1920,1080,512,288,1521,1763522,24000,1001,24000,40,80,360,720,48.999305824508092,48.999305728527581,49.69631810509172,0.6970122805836283,-9.5980510650406359e-08
new_512x288,1920,1080,512,288,1522,1764523,24000,1001,24000,40,80,360,720,48.989570506991186,48.989570409810518,49.757086366387739,0.76751585939655342,-9.7180667069096671e-08
new_512x288,1920,1080,512,288,1523,1765524,24000,1001,24000,40,80,360,720,48.998683515402405,48.998683417382971,50.073628279757507,1.0749447643551022,-9.8019434346952039e-08
new_512x288,1920,1080,512,288,1524,1766525,24000,1001,24000,40,80,360,720,48.953689643603028,48.953689548022901,49.979342618224372,1.0256529746213445,-9.55801269242329e-08
new_512x288,1920,1080,512,288,1525,1767526,24000,1001,24000,40,80,360,720,49.100382846743742,49.100382742968229,50.272256285559443,1.1718734388157017,-1.0377551262763518e-07
new_512x288,1920,1080,512,288,1526,1768527,24000,1001,24000,40,80,360,720,49.098995939496625,49.098995841831851,50.542928973522066,1.4439330340254415,-9.7664774045824743e-08
new_512x288,1920,1080,512,288,1527,1769528,24000,1001,24000,40,80,360,720,49.04007201536708,49.040071921666907,49.556365513834464,0.51629349846738393,-9.3700172953958827e-08
baseline_320x192,1920,1080,320,192,1498,1740499,24000,1001,24000,40,80,360,720,48.95709284482804,48.957092685722507,50.189838406148681,1.2327455613206411,-1.5910553230469304e-07
baseline_320x192,1920,1080,320,192,1499,1741500,24000,1001,24000,40,80,360,720,49.176463417276189,49.176463254112953,49.388585299025159,0.21212188174897051,-1.631632358112256e-07
baseline_320x192,1920,1080,320,192,1500,1742501,24000,1001,24000,40,80,360,720,49.329529951381843,49.329529820072331,49.139367981073164,-0.19016197030867943,-1.3130951259654466e-07
baseline_320x192,1920,1080,320,192,1501,1743502,24000,1001,24000,40,80,360,720,49.315029308478096,49.315029172682245,49.457072011798701,0.14204270332060531,-1.3579585100842451e-07
baseline_320x192,1920,1080,320,192,1502,1744503,24000,1001,24000,40,80,360,720,49.05151687455951,49.05151679809066,49.332734909540129,0.28121803498061837,-7.646885080703214e-08
baseline_320x192,1920,1080,320,192,1503,1745504,24000,1001,24000,40,80,360,720,48.861991388848971,48.86199131473699,48.48798692185688,-0.37400446699209056,-7.4111980552515888e-08
baseline_320x192,1920,1080,320,192,1504,1746505,24000,1001,24000,40,80,360,720,48.981666787117291,48.981666679241343,50.262856809004951,1.2811900218876602,-1.0787594817429635e-07
baseline_320x192,1920,1080,320,192,1505,1747506,24000,1001,24000,40,80,360,720,49.125692623795032,49.12569252039544,50.54356868805413,1.4178760642590973,-1.0339959288785394e-07
baseline_320x192,1920,1080,320,192,1506,1748507,24000,1001,24000,40,80,360,720,48.944840397411852,48.944840296968742,49.344645659711304,0.39980526229945212,-1.0044310982948446e-07
baseline_320x192,1920,1080,320,192,1507,1749508,24000,1001,24000,40,80,360,720,48.770249150703819,48.770249069195067,50.105620715348188,1.3353715646443689,-8.1508751748060604e-08
baseline_320x192,1920,1080,320,192,1508,1750509,24000,1001,24000,40,80,360,720,48.830645037463654,48.830644950640256,48.58304018348035,-0.24760485398330445,-8.6823398248725425e-08
baseline_320x192,1920,1080,320,192,1509,1751510,24000,1001,24000,40,80,360,720,48.892769691245448,48.892769601872317,49.531859859685738,0.63909016844029054,-8.9373131118009042e-08
baseline_320x192,1920,1080,320,192,1510,1752511,24000,1001,24000,40,80,360,720,48.938448442613954,48.938448358153344,49.755667793523443,0.81721935090948961,-8.4460609173220291e-08
baseline_320x192,1920,1080,320,192,1511,1753512,24000,1001,24000,40,80,360,720,48.947360245466207,48.947360154025148,49.799339239574799,0.85197899410859179,-9.1441059169028449e-08
baseline_320x192,1920,1080,320,192,1512,1754513,24000,1001,24000,40,80,360,720,48.891553665372868,48.89155357398247,49.249405301768512,0.35785163639564388,-9.1390397471968754e-08
baseline_320x192,1920,1080,320,192,1513,1755514,24000,1001,24000,40,80,360,720,48.794185949446394,48.794185849364965,48.171104063388356,-0.62308188605803849,-1.0008142936612785e-07
baseline_320x192,1920,1080,320,192,1514,1756515,24000,1001,24000,40,80,360,720,48.893973558890558,48.893973457924012,48.612775561540367,-0.28119799735019058,-1.0096654534663685e-07
baseline_320x192,1920,1080,320,192,1515,1757516,24000,1001,24000,40,80,360,720,48.89634564713608,48.896345545888153,49.424184929095006,0.52783928195892571,-1.0124792737542521e-07
baseline_320x192,1920,1080,320,192,1516,1758517,24000,1001,24000,40,80,360,720,48.868013780456849,48.86801369357778,49.595459921694889,0.72744614123804041,-8.6879069272072229e-08
baseline_320x192,1920,1080,320,192,1517,1759518,24000,1001,24000,40,80,360,720,48.877933457663055,48.877933373901406,49.593544112127184,0.71561065446412897,-8.3761648284053081e-08
baseline_320x192,1920,1080,320,192,1518,1760519,24000,1001,24000,40,80,360,720,48.965121377802681,48.965121284213701,48.969796153289607,0.0046747754869258529,-9.3588980121239729e-08
baseline_320x192,1920,1080,320,192,1519,1761520,24000,1001,24000,40,80,360,720,49.013280967810317,49.013280870002738,49.403540802827592,0.39025983501727524,-9.7807578924857808e-08
baseline_320x192,1920,1080,320,192,1520,1762521,24000,1001,24000,40,80,360,720,49.003109384179496,49.003109293342341,49.660297780380468,0.65718839620097214,-9.0837154687051225e-08
baseline_320x192,1920,1080,320,192,1521,1763522,24000,1001,24000,40,80,360,720,48.999305824508092,48.999305728527581,49.785773997925673,0.7864681734175818,-9.5980510650406359e-08
baseline_320x192,1920,1080,320,192,1522,1764523,24000,1001,24000,40,80,360,720,48.989570506991186,48.989570409810518,50.150456758900781,1.160886251909595,-9.7180667069096671e-08
baseline_320x192,1920,1080,320,192,1523,1765524,24000,1001,24000,40,80,360,720,48.998683515402405,48.998683417382971,50.140543498494281,1.1418599830918765,-9.8019434346952039e-08
baseline_320x192,1920,1080,320,192,1524,1766525,24000,1001,24000,40,80,360,720,48.953689643603028,48.953689548022901,49.782336102164685,0.82864645856165708,-9.55801269242329e-08
baseline_320x192,1920,1080,320,192,1525,1767526,24000,1001,24000,40,80,360,720,49.100382846743742,49.100382742968229,49.772336812860068,0.67195396611632674,-1.0377551262763518e-07
baseline_320x192,1920,1080,320,192,1526,1768527,24000,1001,24000,40,80,360,720,49.098995939496625,49.098995841831851,50.496324074676387,1.3973281351797624,-9.7664774045824743e-08
baseline_320x192,1920,1080,320,192,1527,1769528,24000,1001,24000,40,80,360,720,49.04007201536708,49.040071921666907,49.93780602767896,0.89773401231187933,-9.3700172953958827e-08
